46243 -8.245 49839 -6.941 54334 -6.621
46304 -7.885 49851 -7.429 54385 -6.802
46365 -8.129 49863 -7.701 54435 -6.843
46426 -8.193 49875 -7.550 54485 -6.920
46488 -8.226 49887 -7.536 54535 -6.819
46549 -7.881 49899 -7.461 54584 -6.706
46610 -7.555 49912 -7.517 54633 -6.880
46671 -7.938 49925 -7.347 54681 -6.671
46731 -7.955 49939 -7.490 54729 -6.599
46792 -7.773 49953 -7.645 54776 -6.592
46852 -7.647 49968 -7.833 54823 -6.589
46913 -8.186 49983 -8.153 54869 -6.634
46972 -7.690 49998 -8.344 54914 -6.753
47032 -7.894 50014 -8.255 54959 -7.097
47091 -7.689 50031 -8.777 55003 -7.061
47150 -8.018 50049 -8.803 55047 -7.683
47209 -7.984 50067 -8.762 55090 -7.801
47267 -8.287 50086 -8.889 55132 -8.477
47324 -8.091 50106 -8.788 55174 -8.603"
